player_id,player_name,team_id,position,total_minutes_played,total_matches_played,match_ids
230020,A. Iwobi,1616,Winger,2461,31,"5588080,5588094,5588104,5588114,5588123,5588138,5588151,5588166,5588171,5588183,5588194,5588207,5588224,5588234,5588244,5588274,5588286,5588295,5588304,5588317,5588323,5588334,5588345,5588364,5588384,5588391,5588404,5588421,5588431,5588442,5588451"
234399,A. Webster,1651,Central Defender,901,13,"5588083,5588133,5588143,5588272,5588283,5588321,5588339,5588341,5588351,5588367,5588439,5588443,5588458"
234399,A. Webster,1651,Midfielder,8,1,5588302
237034,Gonçalo Guedes,1629,Full Back,8,1,5588309
237034,Gonçalo Guedes,1629,Midfielder,184,7,"5588163,5588179,5588194,5588239,5588359,5588419,5588445"
237034,Gonçalo Guedes,1629,Striker,392,10,"5588119,5588120,5588159,5588189,5588229,5588319,5588325,5588428,5588439,5588459"
237034,Gonçalo Guedes,1629,Winger,532,11,"5588108,5588142,5588209,5588213,5588246,5588259,5588268,5588279,5588288,5588292,5588369"
237269,S. Lukić,1616,Midfielder,2364,30,"5588080,5588094,5588104,5588114,5588123,5588138,5588148,5588194,5588207,5588224,5588234,5588244,5588253,5588264,5588274,5588286,5588295,5588304,5588317,5588323,5588334,5588345,5588370,5588384,5588391,5588404,5588418,5588421,5588442,5588451"
239411,T. Mings,1614,Central Defender,1126,14,"5588211,5588260,5588270,5588282,5588290,5588300,5588320,5588331,5588350,5588361,5588380,5588398,5588400,5588430"
240032,J. Bednarek,1619,Central Defender,2532,30,"5588084,5588097,5588101,5588117,5588127,5588131,5588140,5588157,5588168,5588177,5588189,5588238,5588244,5588258,5588262,5588277,5588289,5588298,5588307,5588315,5588327,5588339,5588354,5588378,5588388,5588398,5588409,5588418,5588427,5588437"
240070,H. Winks,1631,Midfielder,1568,22,"5588089,5588094,5588105,5588113,5588124,5588130,5588157,5588167,5588172,5588185,5588196,5588246,5588254,5588266,5588270,5588284,5588295,5588308,5588314,5588344,5588352,5588366"
240378,O. Aina,1642,Full Back,3000,35,"5588085,5588097,5588108,5588115,5588121,5588138,5588144,5588156,5588167,5588176,5588186,5588190,5588206,5588217,5588227,5588237,5588241,5588257,5588263,5588279,5588285,5588298,5588301,5588318,5588323,5588338,5588342,5588356,5588365,5588373,5588417,5588425,5588436,5588449,5588456"
240445,Andreas Pereira,1616,Midfielder,1909,30,"5588080,5588094,5588104,5588114,5588123,5588138,5588151,5588166,5588171,5588183,5588194,5588214,5588224,5588234,5588253,5588264,5588274,5588286,5588304,5588317,5588334,5588351,5588364,5588370,5588384,5588391,5588404,5588418,5588431,5588451"
240445,Andreas Pereira,1616,Winger,167,3,"5588148,5588323,5588345"
241564,O. Zinchenko,1609,Full Back,481,12,"5588082,5588100,5588175,5588190,5588208,5588210,5588261,5588280,5588330,5588405,5588420,5588457"
241564,O. Zinchenko,1609,Midfielder,95,3,"5588342,5588390,5588433"
243588,Bruno Fernandes,1611,Midfielder,2341,28,"5588106,5588122,5588136,5588141,5588154,5588169,5588174,5588185,5588210,5588227,5588247,5588259,5588275,5588289,5588304,5588316,5588328,5588333,5588349,5588355,5588366,5588373,5588396,5588407,5588411,5588434,5588444,5588454"
243588,Bruno Fernandes,1611,Striker,259,3,"5588080,5588092,5588117"
243588,Bruno Fernandes,1611,Winger,426,5,"5588195,5588205,5588235,5588296,5588387"
245996,P. Onuachu,1619,Striker,1139,25,"5588140,5588157,5588168,5588177,5588189,5588199,5588244,5588258,5588262,5588277,5588289,5588298,5588307,5588315,5588327,5588339,5588347,5588354,5588369,5588378,5588388,5588398,5588409,5588427,5588457"
247248,S. March,1651,Full Back,8,1,5588252
247248,S. March,1651,Midfielder,7,1,5588341
247248,S. March,1651,Winger,219,6,"5588296,5588351,5588382,5588392,5588401,5588412"
248276,Daniel Podence,1629,Midfielder,38,1,5588099
248276,Daniel Podence,1629,Winger,20,1,5588082
249041,W. Burns,1634,Full Back,17,1,5588274
249041,W. Burns,1634,Midfielder,23,1,5588206
249041,W. Burns,1634,Winger,930,16,"5588081,5588112,5588127,5588135,5588149,5588152,5588162,5588172,5588195,5588215,5588225,5588239,5588245,5588265,5588283,5588305"
255738,J. Lerma,1628,Central Defender,497,6,"5588134,5588382,5588395,5588402,5588410,5588453"
255738,J. Lerma,1628,Midfielder,1819,27,"5588087,5588093,5588122,5588145,5588156,5588165,5588191,5588203,5588215,5588222,5588232,5588242,5588251,5588262,5588273,5588284,5588303,5588316,5588322,5588334,5588346,5588353,5588368,5588378,5588425,5588438,5588445"
257899,J. Gomez,1612,Central Defender,421,6,"5588173,5588204,5588218,5588248,5588254,5588269"
257899,J. Gomez,1612,Full Back,112,3,"5588139,5588153,5588234"
258154,Rúben Dias,1625,Central Defender,2276,27,"5588088,5588096,5588109,5588116,5588126,5588137,5588148,5588159,5588168,5588204,5588217,5588222,5588235,5588294,5588337,5588343,5588356,5588367,5588376,5588387,5588395,5588403,5588415,5588428,5588437,5588448,5588451"
258340,R. Manning,1619,Central Defender,11,1,5588327
258340,R. Manning,1619,Full Back,1355,21,"5588140,5588168,5588177,5588189,5588201,5588219,5588220,5588258,5588262,5588298,5588307,5588347,5588354,5588369,5588378,5588388,5588398,5588409,5588418,5588427,5588437"
258340,R. Manning,1619,Midfielder,61,1,5588238
258340,R. Manning,1619,Winger,78,1,5588157
263802,Y. Tielemans,1614,Midfielder,2948,35,"5588086,5588090,5588105,5588110,5588120,5588135,5588141,5588151,5588161,5588178,5588184,5588191,5588202,5588211,5588220,5588237,5588240,5588256,5588260,5588270,5588282,5588290,5588300,5588319,5588320,5588331,5588346,5588350,5588361,5588372,5588380,5588398,5588400,5588421,5588454"
263802,Y. Tielemans,1614,Striker,90,1,5588415
263803,T. Castagne,1616,Central Defender,18,1,5588148
263803,T. Castagne,1616,Full Back,1680,23,"5588171,5588194,5588207,5588214,5588234,5588244,5588253,5588264,5588274,5588286,5588295,5588304,5588317,5588323,5588334,5588345,5588351,5588364,5588370,5588384,5588391,5588404,5588421"
264303,R. Christie,1659,Midfielder,2137,29,"5588085,5588091,5588103,5588111,5588125,5588131,5588147,5588150,5588161,5588170,5588180,5588209,5588212,5588225,5588231,5588247,5588251,5588264,5588271,5588287,5588297,5588301,5588311,5588327,5588332,5588341,5588357,5588362,5588371"
265366,W. Ndidi,1631,Midfielder,2338,28,"5588089,5588094,5588105,5588113,5588124,5588130,5588147,5588157,5588167,5588172,5588185,5588196,5588200,5588216,5588226,5588324,5588336,5588344,5588352,5588366,5588376,5588386,5588392,5588406,5588419,5588427,5588436,5588447"
265673,Bernardo Silva,1625,Full Back,90,1,5588096
265673,Bernardo Silva,1625,Midfielder,1914,22,"5588088,5588109,5588126,5588159,5588168,5588170,5588197,5588204,5588222,5588255,5588266,5588276,5588281,5588306,5588310,5588343,5588356,5588387,5588415,5588428,5588437,5588451"
265673,Bernardo Silva,1625,Winger,685,10,"5588116,5588137,5588148,5588181,5588217,5588235,5588240,5588367,5588403,5588448"
270866,Diego Carlos,1614,Central Defender,846,10,"5588120,5588135,5588141,5588151,5588178,5588184,5588191,5588220,5588237,5588260"
274435,E. Ünal,1659,Midfielder,118,5,"5588147,5588180,5588192,5588225,5588271"
274435,E. Ünal,1659,Striker,308,12,"5588111,5588125,5588131,5588150,5588161,5588170,5588209,5588212,5588231,5588247,5588251,5588264"
275780,H. Reed,1616,Midfielder,170,12,"5588080,5588094,5588104,5588114,5588123,5588138,5588166,5588183,5588323,5588351,5588384,5588421"
275785,M. Harness,1634,Midfielder,33,1,5588081
275785,M. Harness,1634,Winger,24,1,5588096
281135,M. Targett,1613,Full Back,30,2,"5588256,5588400"
282267,H. Wilson,1616,Midfielder,142,4,"5588166,5588171,5588194,5588421"
282267,H. Wilson,1616,Winger,1099,21,"5588080,5588094,5588104,5588151,5588183,5588207,5588214,5588224,5588234,5588244,5588253,5588264,5588274,5588286,5588295,5588304,5588404,5588418,5588431,5588442,5588451"
282877,S. Szmodics,1634,Midfielder,98,3,"5588250,5588349,5588452"
282877,S. Szmodics,1634,Winger,938,17,"5588081,5588096,5588104,5588112,5588127,5588135,5588149,5588152,5588162,5588172,5588187,5588195,5588206,5588225,5588245,5588265,5588274"
283145,T. Adarabioyo,1610,Central Defender,1425,21,"5588129,5588144,5588153,5588219,5588233,5588243,5588253,5588265,5588287,5588292,5588313,5588331,5588347,5588352,5588360,5588375,5588381,5588393,5588404,5588444,5588456"
283145,T. Adarabioyo,1610,Full Back,35,1,5588111
283147,D. Henderson,1628,Goalkeeper,3420,38,"5588087,5588093,5588102,5588113,5588122,5588134,5588145,5588156,5588165,5588179,5588183,5588191,5588203,5588215,5588222,5588232,5588242,5588251,5588262,5588273,5588284,5588299,5588303,5588316,5588322,5588334,5588346,5588353,5588368,5588378,5588382,5588395,5588402,5588410,5588425,5588438,5588445,5588453"
284302,J. Maddison,1624,Midfielder,1894,31,"5588089,5588098,5588107,5588118,5588128,5588136,5588143,5588158,5588165,5588178,5588187,5588197,5588207,5588212,5588228,5588238,5588248,5588257,5588268,5588278,5588280,5588293,5588328,5588335,5588343,5588357,5588364,5588375,5588388,5588399,5588414"
284992,H. Toffolo,1642,Full Back,148,4,"5588085,5588241,5588263,5588408"
285382,W. Faes,1631,Central Defender,2836,34,"5588089,5588094,5588105,5588113,5588124,5588130,5588147,5588157,5588167,5588172,5588185,5588196,5588200,5588216,5588226,5588246,5588270,5588284,5588295,5588308,5588314,5588324,5588336,5588344,5588352,5588366,5588376,5588386,5588406,5588419,5588427,5588436,5588447,5588450"
285403,T. Souček,1633,Midfielder,2503,33,"5588086,5588093,5588109,5588114,5588129,5588132,5588149,5588158,5588169,5588188,5588198,5588208,5588216,5588229,5588231,5588249,5588258,5588276,5588286,5588300,5588313,5588329,5588330,5588344,5588358,5588363,5588374,5588389,5588412,5588429,5588434,5588449,5588452"
285403,T. Souček,1633,Winger,105,2,"5588299,5588409"
285506,T. Awoniyi,1642,Midfielder,16,2,"5588186,5588227"
285506,T. Awoniyi,1642,Striker,534,24,"5588085,5588097,5588108,5588138,5588156,5588167,5588176,5588190,5588217,5588241,5588257,5588263,5588279,5588285,5588298,5588301,5588318,5588342,5588356,5588365,5588373,5588408,5588417,5588436"
286368,Y. Wissa,1669,Striker,2929,35,"5588087,5588095,5588101,5588116,5588154,5588162,5588171,5588180,5588193,5588200,5588211,5588221,5588233,5588241,5588252,5588261,5588277,5588281,5588291,5588303,5588312,5588329,5588336,5588340,5588350,5588362,5588377,5588381,5588390,5588401,5588417,5588422,5588432,5588442,5588459"
286380,I. Diop,1616,,5,1,5588295
286380,I. Diop,1616,Central Defender,1345,18,"5588080,5588094,5588104,5588123,5588138,5588151,5588166,5588207,5588214,5588224,5588234,5588244,5588253,5588264,5588274,5588345,5588351,5588370"
286380,I. Diop,1616,Full Back,18,1,5588334
286380,I. Diop,1616,Winger,7,1,5588317
286829,A. Armstrong,1619,Midfielder,66,1,5588262
286829,A. Armstrong,1619,Striker,770,12,"5588084,5588097,5588101,5588140,5588219,5588220,5588238,5588244,5588258,5588289,5588298,5588307"
286829,A. Armstrong,1619,Winger,454,7,"5588127,5588168,5588177,5588189,5588199,5588201,5588277"
286831,D. Solanke,1624,Striker,2219,27,"5588089,5588118,5588128,5588136,5588143,5588158,5588165,5588178,5588187,5588197,5588212,5588228,5588238,5588248,5588257,5588268,5588278,5588280,5588357,5588364,5588375,5588388,5588399,5588408,5588414,5588441,5588458"
288080,C. Burgess,1634,Central Defender,1546,18,"5588152,5588162,5588172,5588187,5588195,5588206,5588225,5588239,5588245,5588294,5588365,5588371,5588385,5588393,5588405,5588416,5588426,5588432"
288091,Marco Asensio,1614,Midfielder,508,7,"5588320,5588331,5588380,5588398,5588400,5588421,5588441"
288091,Marco Asensio,1614,Striker,244,5,"5588361,5588372,5588415,5588430,5588454"
288091,Marco Asensio,1614,Winger,28,1,5588346
290954,K. Tierney,1609,Central Defender,68,2,"5588360,5588457"
290954,K. Tierney,1609,Full Back,193,8,"5588324,5588342,5588383,5588390,5588405,5588410,5588433,5588440"
290954,K. Tierney,1609,Winger,44,3,"5588280,5588309,5588355"
293686,J. Murphy,1613,Full Back,374,5,"5588326,5588368,5588435,5588440,5588455"
293686,J. Murphy,1613,Midfielder,50,1,5588123
293686,J. Murphy,1613,Winger,1977,29,"5588084,5588091,5588107,5588119,5588137,5588146,5588155,5588164,5588198,5588218,5588221,5588236,5588245,5588256,5588267,5588278,5588288,5588297,5588307,5588317,5588338,5588348,5588358,5588377,5588386,5588396,5588400,5588416,5588423"
293687,D. Calvert-Lewin,1623,Striker,1634,25,"5588083,5588098,5588103,5588110,5588124,5588134,5588146,5588152,5588166,5588177,5588188,5588193,5588205,5588213,5588230,5588243,5588255,5588263,5588271,5588282,5588293,5588302,5588426,5588431,5588455"
293687,D. Calvert-Lewin,1623,Winger,20,1,5588446
297621,David Raya,1609,Goalkeeper,3420,38,"5588082,5588090,5588100,5588118,5588126,5588130,5588140,5588150,5588160,5588175,5588182,5588190,5588208,5588210,5588224,5588230,5588242,5588250,5588261,5588272,5588280,5588290,5588309,5588310,5588324,5588330,5588342,5588355,5588360,5588370,5588383,5588390,5588405,5588410,5588420,5588433,5588440,5588457"
297957,M. Akanji,1625,,1,1,5588415
297957,M. Akanji,1625,Central Defender,1974,23,"5588088,5588096,5588109,5588116,5588126,5588137,5588148,5588168,5588170,5588197,5588204,5588240,5588255,5588266,5588276,5588281,5588294,5588306,5588310,5588428,5588437,5588448,5588451"
297957,M. Akanji,1625,Full Back,46,1,5588217
297957,M. Akanji,1625,Midfielder,10,1,5588403
298980,Joelinton,1613,Midfielder,2061,25,"5588084,5588091,5588107,5588119,5588123,5588137,5588146,5588155,5588164,5588218,5588221,5588236,5588256,5588267,5588278,5588288,5588297,5588307,5588317,5588358,5588368,5588377,5588386,5588396,5588400"
298980,Joelinton,1613,Winger,338,4,"5588175,5588186,5588198,5588203"
299699,J. Bowen,1633,Striker,1205,14,"5588216,5588229,5588231,5588269,5588313,5588330,5588344,5588358,5588363,5588394,5588412,5588434,5588449,5588452"
299699,J. Bowen,1633,Winger,1776,20,"5588086,5588093,5588109,5588114,5588129,5588132,5588149,5588158,5588169,5588176,5588188,5588198,5588208,5588249,5588258,5588329,5588374,5588389,5588409,5588429"
300114,J. Lumley,1619,Goalkeeper,270,3,"5588201,5588219,5588220"
301047,O. Watkins,1614,Striker,2658,38,"5588086,5588090,5588105,5588110,5588120,5588135,5588141,5588151,5588161,5588178,5588184,5588191,5588202,5588211,5588220,5588237,5588240,5588256,5588260,5588270,5588282,5588290,5588300,5588319,5588320,5588331,5588346,5588350,5588361,5588372,5588380,5588398,5588400,5588415,5588421,5588430,5588441,5588454"
302292,M. Ødegaard,1609,Midfielder,2268,28,"5588082,5588090,5588100,5588182,5588190,5588208,5588210,5588224,5588242,5588250,5588261,5588272,5588280,5588290,5588310,5588324,5588330,5588342,5588355,5588360,5588370,5588383,5588390,5588405,5588410,5588420,5588433,5588440"
302292,M. Ødegaard,1609,Striker,86,2,"5588230,5588457"
302518,L. Cook,1659,Full Back,859,10,"5588247,5588287,5588297,5588301,5588311,5588327,5588332,5588341,5588357,5588362"
302518,L. Cook,1659,Midfielder,2142,26,"5588085,5588091,5588103,5588111,5588125,5588131,5588147,5588150,5588161,5588170,5588180,5588192,5588212,5588225,5588231,5588251,5588264,5588271,5588371,5588389,5588391,5588402,5588411,5588420,5588430,5588448"
303357,P. Billing,1659,Midfielder,199,8,"5588085,5588209,5588212,5588225,5588231,5588247,5588251,5588264"
303357,P. Billing,1659,Striker,33,2,"5588111,5588271"
326547,E. Buendía,1614,Midfielder,65,4,"5588135,5588211,5588270,5588300"
326547,E. Buendía,1614,Striker,15,2,"5588110,5588120"
326547,E. Buendía,1614,Winger,73,6,"5588151,5588191,5588202,5588240,5588256,5588282"
326998,G. Vicario,1624,Goalkeeper,2160,24,"5588089,5588098,5588107,5588118,5588128,5588136,5588143,5588158,5588165,5588178,5588187,5588197,5588328,5588335,5588343,5588357,5588364,5588375,5588388,5588399,5588408,5588414,5588429,5588458"
327391,J. Bree,1619,Central Defender,490,6,"5588289,5588298,5588307,5588315,5588339,5588347"
327391,J. Bree,1619,Full Back,613,11,"5588168,5588219,5588220,5588244,5588258,5588262,5588277,5588327,5588418,5588437,5588446"
333618,K. Ajer,1669,Full Back,1504,24,"5588087,5588095,5588101,5588116,5588128,5588132,5588142,5588154,5588233,5588241,5588312,5588329,5588336,5588340,5588350,5588362,5588377,5588381,5588390,5588401,5588417,5588422,5588442,5588459"
336242,R. Henry,1669,Full Back,139,5,"5588281,5588401,5588417,5588422,5588442"
337003,J. Aribo,1619,Central Defender,315,4,"5588220,5588327,5588339,5588347"
337003,J. Aribo,1619,Midfielder,1776,28,"5588084,5588097,5588101,5588127,5588131,5588140,5588157,5588168,5588177,5588189,5588199,5588201,5588219,5588238,5588244,5588258,5588262,5588277,5588289,5588298,5588307,5588315,5588354,5588369,5588378,5588388,5588437,5588446"
339789,Mikel Merino,1609,Midfielder,994,20,"5588140,5588160,5588175,5588182,5588190,5588210,5588224,5588230,5588242,5588250,5588261,5588272,5588280,5588290,5588310,5588383,5588390,5588405,5588420,5588433"
339789,Mikel Merino,1609,Striker,565,7,"5588324,5588330,5588342,5588355,5588360,5588370,5588457"
339789,Mikel Merino,1609,Winger,80,1,5588150
340386,Gabriel Jesus,1609,Midfielder,12,1,5588126
340386,Gabriel Jesus,1609,Striker,583,12,"5588082,5588130,5588140,5588150,5588190,5588208,5588224,5588230,5588242,5588250,5588261,5588272"
340386,Gabriel Jesus,1609,Winger,67,4,"5588118,5588160,5588175,5588182"
340706,G. Rodríguez,1633,Midfielder,1188,22,"5588086,5588093,5588109,5588114,5588129,5588132,5588149,5588158,5588169,5588176,5588188,5588198,5588208,5588229,5588249,5588258,5588286,5588299,5588363,5588434,5588449,5588452"
340706,G. Rodríguez,1633,Winger,3,1,5588300
343098,T. King,1629,Goalkeeper,3,1,5588459
343958,S. Mavididi,1631,Full Back,29,2,"5588352,5588366"
343958,S. Mavididi,1631,Midfielder,29,1,5588200
343958,S. Mavididi,1631,Striker,28,1,5588089
343958,S. Mavididi,1631,Winger,1609,26,"5588094,5588105,5588113,5588124,5588130,5588147,5588157,5588167,5588172,5588196,5588216,5588226,5588236,5588246,5588254,5588266,5588270,5588284,5588295,5588314,5588324,5588336,5588344,5588386,5588392,5588406"
344038,A. Onana,1611,Goalkeeper,3060,34,"5588080,5588092,5588106,5588117,5588122,5588136,5588141,5588154,5588169,5588174,5588185,5588195,5588205,5588210,5588227,5588235,5588247,5588259,5588267,5588275,5588289,5588296,5588304,5588316,5588328,5588333,5588349,5588355,5588366,5588373,5588387,5588407,5588411,5588444"
344040,Marc Cucurella,1610,Full Back,3007,36,"5588088,5588099,5588102,5588111,5588129,5588133,5588144,5588164,5588174,5588182,5588196,5588202,5588219,5588228,5588233,5588253,5588265,5588273,5588287,5588292,5588306,5588313,5588321,5588331,5588347,5588352,5588360,5588375,5588381,5588393,5588404,5588413,5588424,5588435,5588444,5588456"
344100,Sergio Reguilón,1624,Full Back,224,4,"5588268,5588278,5588308,5588441"
344181,K. Tsimikas,1612,Full Back,894,18,"5588081,5588106,5588115,5588145,5588160,5588173,5588223,5588254,5588269,5588285,5588291,5588337,5588348,5588354,5588394,5588406,5588424,5588443"
345621,Diogo Jota,1612,Midfielder,55,2,"5588234,5588453"
345621,Diogo Jota,1612,Striker,1114,20,"5588081,5588095,5588106,5588115,5588139,5588145,5588153,5588254,5588269,5588285,5588325,5588348,5588354,5588361,5588379,5588384,5588394,5588406,5588424,5588433"
345621,Diogo Jota,1612,Winger,101,4,"5588223,5588248,5588275,5588414"
345829,C. Kelleher,1612,Goalkeeper,900,10,"5588125,5588153,5588160,5588173,5588184,5588199,5588204,5588218,5588379,5588384"
346101,T. Alexander-Arnold,1612,Full Back,2403,33,"5588081,5588095,5588106,5588115,5588125,5588139,5588145,5588153,5588160,5588173,5588184,5588204,5588218,5588223,5588234,5588248,5588254,5588269,5588275,5588285,5588291,5588305,5588311,5588325,5588337,5588348,5588354,5588361,5588406,5588414,5588424,5588433,5588453"
346125,D. Brooks,1659,Midfielder,265,9,"5588170,5588225,5588231,5588332,5588362,5588371,5588402,5588430,5588448"
346125,D. Brooks,1659,Striker,14,1,5588147
346125,D. Brooks,1659,Winger,784,19,"5588161,5588180,5588192,5588209,5588212,5588247,5588251,5588264,5588271,5588287,5588297,5588301,5588311,5588327,5588341,5588357,5588389,5588420,5588450"
346131,T. Chalobah,1610,Central Defender,809,11,"5588292,5588306,5588313,5588321,5588331,5588375,5588381,5588404,5588413,5588424,5588435"
346131,T. Chalobah,1610,Full Back,114,2,"5588352,5588393"
346131,T. Chalobah,1628,Central Defender,1063,12,"5588145,5588156,5588165,5588179,5588183,5588191,5588203,5588215,5588222,5588232,5588251,5588262"
346139,M. Mount,1611,Midfielder,274,8,"5588080,5588092,5588205,5588227,5588373,5588396,5588407,5588411"
346139,M. Mount,1611,Winger,397,9,"5588136,5588195,5588210,5588235,5588387,5588422,5588434,5588444,5588454"
346158,E. Nketiah,1628,Midfielder,170,4,"5588113,5588203,5588242,5588303"
346158,E. Nketiah,1628,Striker,728,16,"5588145,5588156,5588232,5588284,5588299,5588322,5588353,5588368,5588378,5588382,5588402,5588410,5588425,5588438,5588445,5588453"
346158,E. Nketiah,1628,Winger,290,9,"5588122,5588134,5588165,5588179,5588215,5588222,5588262,5588273,5588346"
346159,J. Willock,1613,Full Back,50,1,5588455
346159,J. Willock,1613,Midfielder,794,17,"5588091,5588119,5588123,5588155,5588186,5588198,5588203,5588218,5588245,5588297,5588317,5588326,5588338,5588368,5588400,5588416,5588423"
346159,J. Willock,1613,Striker,102,3,"5588175,5588278,5588307"
346159,J. Willock,1613,Winger,269,11,"5588137,5588146,5588164,5588236,5588256,5588267,5588288,5588348,5588358,5588377,5588440"
347200,C. Nkunku,1610,Striker,565,18,"5588099,5588111,5588129,5588133,5588144,5588164,5588182,5588202,5588219,5588228,5588233,5588243,5588253,5588265,5588306,5588321,5588381,5588393"
347200,C. Nkunku,1610,Winger,468,9,"5588088,5588102,5588153,5588196,5588313,5588331,5588347,5588352,5588360"
347202,O. Édouard,1628,Midfielder,71,1,5588093
347202,O. Édouard,1628,Striker,48,1,5588087
347202,O. Édouard,1631,Striker,42,3,"5588124,5588147,5588185"
347202,O. Édouard,1631,Winger,2,1,5588130
349099,O. Mangala,1623,Midfielder,1274,18,"5588110,5588124,5588134,5588146,5588166,5588177,5588188,5588193,5588205,5588213,5588230,5588243,5588255,5588263,5588271,5588282,5588293,5588302"
349099,O. Mangala,1623,Winger,11,1,5588152
349142,N. Mazraoui,1611,Central Defender,862,11,"5588195,5588205,5588210,5588227,5588328,5588333,5588373,5588387,5588396,5588407,5588434"
349142,N. Mazraoui,1611,Full Back,1994,26,"5588080,5588092,5588106,5588117,5588122,5588136,5588141,5588154,5588169,5588174,5588185,5588235,5588247,5588259,5588267,5588275,5588289,5588296,5588304,5588316,5588349,5588355,5588366,5588411,5588444,5588454"
349687,Hwang Hee-Chan,1629,Midfielder,55,2,"5588142,5588445"
349687,Hwang Hee-Chan,1629,Striker,214,6,"5588139,5588209,5588268,5588309,5588359,5588428"
349687,Hwang Hee-Chan,1629,Winger,484,13,"5588082,5588099,5588108,5588119,5588194,5588213,5588239,5588246,5588259,5588279,5588288,5588319,5588399"
350976,B. Chilwell,1628,Full Back,294,7,"5588322,5588353,5588378,5588382,5588395,5588438,5588445"
350976,B. Chilwell,1628,Winger,9,1,5588334
351803,N. Broadhead,1634,Midfielder,199,5,"5588250,5588349,5588365,5588371,5588385"
351803,N. Broadhead,1634,Winger,555,13,"5588206,5588215,5588245,5588265,5588274,5588283,5588305,5588315,5588335,5588353,5588393,5588447,5588452"
355937,M. Holgate,1623,Full Back,15,1,5588083
356000,C. Chaplin,1634,Midfielder,780,17,"5588081,5588104,5588112,5588152,5588162,5588172,5588195,5588206,5588215,5588225,5588239,5588385,5588405,5588416,5588426,5588432,5588452"
356000,C. Chaplin,1634,Striker,97,3,"5588149,5588245,5588447"
356000,C. Chaplin,1634,Winger,31,2,"5588096,5588127"
358801,P. Estupiñán,1651,Central Defender,90,1,5588232
358801,P. Estupiñán,1651,Full Back,2335,29,"5588100,5588121,5588133,5588143,5588155,5588163,5588173,5588181,5588192,5588201,5588214,5588226,5588249,5588252,5588272,5588283,5588296,5588339,5588341,5588351,5588367,5588372,5588382,5588392,5588401,5588412,5588423,5588439,5588443"
359934,K. Phillips,1634,Midfielder,1266,19,"5588104,5588112,5588135,5588149,5588152,5588162,5588172,5588245,5588250,5588265,5588274,5588283,5588305,5588320,5588335,5588353,5588365,5588371,5588426"
361163,M. Jensen,1669,Midfielder,802,19,"5588087,5588101,5588162,5588180,5588193,5588200,5588261,5588277,5588281,5588291,5588303,5588312,5588350,5588381,5588390,5588401,5588422,5588442,5588459"
361163,M. Jensen,1669,Winger,164,5,"5588095,5588171,5588329,5588417,5588432"
361807,R. Bentancur,1624,Midfielder,1685,26,"5588089,5588107,5588118,5588128,5588136,5588143,5588158,5588165,5588178,5588187,5588257,5588268,5588308,5588312,5588328,5588335,5588343,5588357,5588364,5588375,5588388,5588399,5588408,5588438,5588441,5588458"
364003,S. Bueno,1629,,10,1,5588385
364003,S. Bueno,1629,Central Defender,1727,26,"5588120,5588139,5588159,5588163,5588179,5588189,5588213,5588229,5588239,5588246,5588259,5588268,5588279,5588288,5588292,5588309,5588319,5588325,5588332,5588345,5588369,5588374,5588399,5588407,5588419,5588428"
364003,S. Bueno,1629,Full Back,1,1,5588359
364003,S. Bueno,1629,Winger,8,1,5588459
364860,Rodri,1625,Midfielder,81,3,"5588116,5588126,5588448"
365443,M. de Ligt,1611,Central Defender,2150,29,"5588080,5588092,5588106,5588117,5588122,5588136,5588141,5588154,5588169,5588174,5588185,5588195,5588205,5588210,5588227,5588235,5588267,5588275,5588289,5588296,5588304,5588316,5588328,5588333,5588349,5588355,5588366,5588373,5588422"
365446,D. Malen,1614,Midfielder,2,1,5588350
365446,D. Malen,1614,Striker,116,4,"5588319,5588361,5588421,5588441"
365446,D. Malen,1614,Winger,263,9,"5588300,5588320,5588331,5588372,5588380,5588398,5588400,5588415,5588454"
365880,D. Kamada,1628,Full Back,31,1,5588113
365880,D. Kamada,1628,Midfielder,1150,23,"5588093,5588122,5588134,5588145,5588165,5588179,5588242,5588273,5588284,5588299,5588303,5588322,5588346,5588368,5588378,5588382,5588395,5588402,5588410,5588425,5588438,5588445,5588453"
365880,D. Kamada,1628,Striker,11,1,5588251
365880,D. Kamada,1628,Winger,468,9,"5588087,5588102,5588156,5588183,5588232,5588262,5588316,5588334,5588353"
366217,K. Danso,1624,Central Defender,848,10,"5588328,5588335,5588343,5588357,5588408,5588414,5588429,5588438,5588441,5588458"
366720,J. Mateta,1628,Striker,2684,37,"5588087,5588093,5588102,5588113,5588122,5588134,5588145,5588156,5588165,5588179,5588183,5588191,5588203,5588215,5588222,5588232,5588242,5588251,5588262,5588273,5588284,5588299,5588303,5588316,5588322,5588334,5588346,5588368,5588378,5588382,5588395,5588402,5588410,5588425,5588438,5588445,5588453"
367622,V. Janelt,1669,Full Back,75,1,5588101
367622,V. Janelt,1669,Midfielder,2224,31,"5588087,5588095,5588116,5588128,5588132,5588142,5588154,5588162,5588171,5588180,5588193,5588200,5588211,5588233,5588241,5588252,5588261,5588277,5588281,5588291,5588303,5588312,5588329,5588336,5588340,5588350,5588362,5588377,5588381,5588390,5588401"
