player_id,player_name,team_id,position,total_minutes_played,total_matches_played,match_ids
470819,C. Jones,1612,Winger,104,3,"5588204,5588361,5588406"
470834,N. Williams,1642,Full Back,2619,34,"5588085,5588097,5588108,5588115,5588121,5588138,5588156,5588167,5588190,5588206,5588227,5588237,5588241,5588257,5588263,5588279,5588285,5588298,5588301,5588318,5588323,5588338,5588342,5588356,5588365,5588373,5588380,5588397,5588408,5588417,5588425,5588436,5588449,5588456"
470834,N. Williams,1642,Winger,22,1,5588144
470978,O. Skipp,1631,Midfielder,1201,24,"5588094,5588105,5588113,5588130,5588147,5588157,5588196,5588200,5588226,5588236,5588246,5588254,5588284,5588295,5588308,5588336,5588376,5588392,5588406,5588419,5588427,5588436,5588447,5588450"
471064,T. Lamptey,1651,Central Defender,26,1,5588214
471064,T. Lamptey,1651,Full Back,766,12,"5588163,5588201,5588226,5588232,5588249,5588260,5588296,5588302,5588318,5588321,5588339,5588341"
471064,T. Lamptey,1651,Winger,104,2,"5588423,5588439"
471753,João Félix,1610,Midfielder,129,7,"5588099,5588129,5588144,5588202,5588228,5588287,5588292"
471753,João Félix,1610,Winger,301,5,"5588102,5588111,5588196,5588219,5588265"
472363,D. Kulusevski,1624,Midfielder,1740,23,"5588089,5588098,5588107,5588118,5588128,5588136,5588143,5588158,5588165,5588178,5588187,5588228,5588257,5588268,5588278,5588280,5588312,5588335,5588343,5588399,5588408,5588414,5588429"
472363,D. Kulusevski,1624,Striker,48,2,"5588207,5588438"
472363,D. Kulusevski,1624,Winger,630,7,"5588197,5588212,5588238,5588248,5588293,5588308,5588328"
474104,J. Strand Larsen,1629,Striker,2568,34,"5588082,5588099,5588108,5588119,5588120,5588139,5588142,5588159,5588163,5588179,5588189,5588194,5588209,5588213,5588229,5588239,5588246,5588259,5588279,5588288,5588292,5588309,5588332,5588345,5588359,5588369,5588374,5588385,5588399,5588407,5588419,5588439,5588445,5588459"
474104,J. Strand Larsen,1629,Winger,54,1,5588268
475597,S. Botman,1613,Central Defender,417,8,"5588278,5588288,5588297,5588416,5588423,5588435,5588440,5588455"
476345,M. Hermansen,1631,Goalkeeper,2388,27,"5588089,5588094,5588105,5588113,5588124,5588130,5588147,5588157,5588167,5588172,5588185,5588196,5588200,5588216,5588226,5588236,5588314,5588324,5588336,5588344,5588352,5588366,5588376,5588386,5588392,5588406,5588419"
476382,D. Szoboszlai,1612,Midfielder,2449,35,"5588081,5588095,5588106,5588115,5588125,5588139,5588145,5588153,5588160,5588173,5588184,5588199,5588204,5588218,5588223,5588234,5588248,5588254,5588285,5588291,5588305,5588311,5588325,5588348,5588354,5588361,5588379,5588384,5588394,5588406,5588414,5588424,5588433,5588443,5588453"
476382,D. Szoboszlai,1612,Striker,90,1,5588337
478618,A. Gordon,1613,Striker,418,5,"5588137,5588146,5588203,5588326,5588348"
478618,A. Gordon,1613,Winger,2058,29,"5588084,5588091,5588107,5588119,5588123,5588155,5588175,5588186,5588198,5588218,5588221,5588236,5588245,5588256,5588267,5588278,5588288,5588297,5588307,5588317,5588338,5588368,5588396,5588400,5588416,5588423,5588435,5588440,5588455"
479155,N. Collins,1669,Central Defender,3420,38,"5588087,5588095,5588101,5588116,5588128,5588132,5588142,5588154,5588162,5588171,5588180,5588193,5588200,5588211,5588221,5588233,5588241,5588252,5588261,5588277,5588281,5588291,5588303,5588312,5588329,5588336,5588340,5588350,5588362,5588377,5588381,5588390,5588401,5588417,5588422,5588432,5588442,5588459"
479831,J. Cajuste,1634,Midfielder,2005,30,"5588104,5588127,5588162,5588172,5588187,5588195,5588206,5588215,5588225,5588239,5588245,5588250,5588265,5588274,5588283,5588294,5588315,5588320,5588335,5588349,5588353,5588365,5588371,5588385,5588393,5588405,5588426,5588432,5588447,5588452"
480608,M. O'Riley,1651,Full Back,15,1,5588302
480608,M. O'Riley,1651,Midfielder,863,16,"5588181,5588192,5588201,5588226,5588252,5588260,5588272,5588283,5588318,5588372,5588382,5588392,5588401,5588412,5588423,5588439"
480608,M. O'Riley,1651,Striker,44,2,"5588443,5588458"
480608,M. O'Riley,1651,Winger,89,2,"5588214,5588321"
480781,J. Garner,1623,Full Back,250,3,"5588110,5588124,5588146"
480781,J. Garner,1623,Midfielder,1368,18,"5588134,5588223,5588302,5588314,5588322,5588333,5588340,5588359,5588363,5588379,5588383,5588397,5588403,5588413,5588426,5588431,5588446,5588455"
481911,A. Mac Allister,1612,Midfielder,2640,35,"5588081,5588095,5588106,5588115,5588125,5588139,5588145,5588153,5588160,5588173,5588184,5588199,5588204,5588218,5588223,5588248,5588254,5588269,5588275,5588285,5588291,5588305,5588311,5588325,5588337,5588348,5588354,5588361,5588379,5588384,5588394,5588406,5588414,5588424,5588433"
482177,J. Kiwior,1609,Central Defender,1121,15,"5588150,5588160,5588190,5588208,5588210,5588224,5588370,5588383,5588390,5588405,5588410,5588420,5588433,5588440,5588457"
482177,J. Kiwior,1609,Full Back,35,2,"5588126,5588140"
485406,Evanilson,1659,Striker,2344,31,"5588091,5588103,5588111,5588125,5588131,5588147,5588150,5588161,5588170,5588180,5588192,5588209,5588212,5588225,5588231,5588247,5588251,5588264,5588271,5588341,5588357,5588362,5588371,5588389,5588391,5588402,5588411,5588420,5588430,5588448,5588450"
486252,A. Wan-Bissaka,1633,Full Back,3157,36,"5588093,5588109,5588114,5588129,5588132,5588149,5588158,5588169,5588176,5588188,5588198,5588208,5588216,5588229,5588231,5588249,5588258,5588269,5588276,5588286,5588299,5588300,5588313,5588329,5588330,5588344,5588358,5588363,5588374,5588389,5588394,5588412,5588429,5588434,5588449,5588452"
487034,E. Eze,1628,Midfielder,558,8,"5588093,5588113,5588203,5588284,5588368,5588382,5588395,5588445"
487034,E. Eze,1628,Winger,2064,26,"5588087,5588102,5588122,5588134,5588145,5588156,5588165,5588215,5588222,5588232,5588251,5588262,5588273,5588299,5588303,5588316,5588322,5588334,5588346,5588353,5588378,5588402,5588410,5588425,5588438,5588453"
487061,L. Kelly,1613,Central Defender,117,4,"5588119,5588175,5588198,5588278"
487061,L. Kelly,1613,Full Back,226,6,"5588084,5588091,5588107,5588123,5588164,5588317"
488326,Rodrigo Muniz,1616,,5,1,5588166
488326,Rodrigo Muniz,1616,Striker,1076,29,"5588080,5588094,5588104,5588114,5588123,5588138,5588148,5588171,5588183,5588194,5588207,5588214,5588224,5588234,5588244,5588253,5588264,5588286,5588295,5588304,5588317,5588323,5588334,5588345,5588351,5588364,5588370,5588384,5588391"
488326,Rodrigo Muniz,1616,Winger,34,1,5588274
488453,L. Martínez,1611,Central Defender,1663,19,"5588080,5588092,5588106,5588117,5588122,5588136,5588169,5588174,5588185,5588205,5588227,5588235,5588247,5588259,5588267,5588275,5588289,5588304,5588316"
488453,L. Martínez,1611,Full Back,90,1,5588154
488709,L. Thomas,1631,Central Defender,366,5,"5588344,5588352,5588366,5588376,5588386"
488709,L. Thomas,1631,Full Back,747,9,"5588200,5588270,5588392,5588406,5588419,5588427,5588436,5588447,5588450"
488711,B. Brereton Díaz,1619,Midfielder,17,1,5588220
488711,B. Brereton Díaz,1619,Striker,286,4,"5588084,5588097,5588101,5588219"
488711,B. Brereton Díaz,1619,Winger,188,5,"5588117,5588127,5588131,5588189,5588201"
491344,M. Rogers,1614,Midfielder,1031,13,"5588110,5588135,5588141,5588151,5588161,5588178,5588184,5588191,5588202,5588237,5588300,5588320,5588350"
491344,M. Rogers,1614,Striker,360,4,"5588086,5588090,5588105,5588120"
491344,M. Rogers,1614,Winger,1731,20,"5588211,5588220,5588240,5588256,5588260,5588282,5588290,5588319,5588331,5588346,5588361,5588372,5588380,5588398,5588400,5588415,5588421,5588430,5588441,5588454"
491413,D. Muñoz,1628,Full Back,3230,37,"5588087,5588093,5588102,5588113,5588122,5588134,5588145,5588156,5588165,5588179,5588183,5588191,5588203,5588215,5588222,5588232,5588251,5588262,5588273,5588284,5588299,5588303,5588316,5588322,5588334,5588346,5588353,5588368,5588378,5588382,5588395,5588402,5588410,5588425,5588438,5588445,5588453"
491458,J. Timber,1609,Central Defender,90,1,5588290
491458,J. Timber,1609,Full Back,2344,29,"5588082,5588090,5588100,5588118,5588126,5588130,5588160,5588175,5588182,5588190,5588208,5588210,5588224,5588230,5588242,5588250,5588261,5588280,5588309,5588310,5588324,5588330,5588342,5588355,5588360,5588370,5588383,5588390,5588410"
496001,M. Kilman,1633,Central Defender,3349,38,"5588086,5588093,5588109,5588114,5588129,5588132,5588149,5588158,5588169,5588176,5588188,5588198,5588208,5588216,5588229,5588231,5588249,5588258,5588269,5588276,5588286,5588299,5588300,5588313,5588329,5588330,5588344,5588358,5588363,5588374,5588389,5588394,5588409,5588412,5588429,5588434,5588449,5588452"
496214,N. Domínguez,1642,Full Back,75,1,5588380
496214,N. Domínguez,1642,Midfielder,1539,25,"5588097,5588144,5588156,5588167,5588176,5588186,5588190,5588206,5588217,5588241,5588263,5588279,5588285,5588298,5588301,5588318,5588338,5588342,5588356,5588365,5588373,5588397,5588408,5588449,5588456"
496214,N. Domínguez,1642,Striker,18,1,5588227
496214,N. Domínguez,1642,Winger,416,7,"5588085,5588115,5588138,5588237,5588417,5588425,5588436"
496823,Pedro Neto,1610,Striker,416,5,"5588331,5588347,5588352,5588360,5588456"
496823,Pedro Neto,1610,Winger,1923,30,"5588088,5588099,5588102,5588111,5588129,5588133,5588144,5588153,5588164,5588174,5588182,5588202,5588228,5588243,5588253,5588265,5588273,5588287,5588292,5588306,5588313,5588321,5588375,5588381,5588393,5588404,5588413,5588424,5588435,5588444"
499655,Y. Sugawara,1619,Full Back,1532,26,"5588084,5588097,5588101,5588117,5588127,5588131,5588140,5588157,5588177,5588189,5588199,5588201,5588238,5588244,5588258,5588277,5588289,5588298,5588307,5588315,5588339,5588347,5588354,5588369,5588398,5588457"
499655,Y. Sugawara,1619,Winger,109,4,"5588219,5588327,5588378,5588388"
500553,Omar Marmoush,1625,Midfielder,349,6,"5588310,5588337,5588343,5588356,5588367,5588437"
500553,Omar Marmoush,1625,Striker,352,4,"5588376,5588387,5588395,5588403"
500553,Omar Marmoush,1625,Winger,492,6,"5588306,5588326,5588415,5588428,5588448,5588451"
501419,J. Todibo,1633,Central Defender,1877,27,"5588086,5588093,5588132,5588149,5588158,5588169,5588176,5588188,5588198,5588208,5588229,5588249,5588258,5588269,5588276,5588330,5588344,5588358,5588363,5588389,5588394,5588409,5588412,5588429,5588434,5588449,5588452"
503347,W. Coulibaly,1631,Full Back,118,3,"5588314,5588324,5588336"
503347,W. Coulibaly,1631,Winger,7,1,5588308
504249,Jota Silva,1642,Full Back,18,1,5588417
504249,Jota Silva,1642,Midfielder,98,4,"5588190,5588237,5588323,5588436"
504249,Jota Silva,1642,Striker,139,3,"5588121,5588138,5588380"
504249,Jota Silva,1642,Winger,760,23,"5588097,5588108,5588115,5588144,5588156,5588167,5588176,5588186,5588206,5588217,5588227,5588241,5588257,5588263,5588279,5588285,5588298,5588301,5588318,5588365,5588397,5588449,5588456"
504375,M. Lacroix,1628,Central Defender,3117,35,"5588113,5588122,5588134,5588145,5588156,5588165,5588179,5588183,5588191,5588203,5588215,5588222,5588232,5588242,5588251,5588262,5588273,5588284,5588299,5588303,5588316,5588322,5588334,5588346,5588353,5588368,5588378,5588382,5588395,5588402,5588410,5588425,5588438,5588445,5588453"
504579,H. Valdimarsson,1669,Goalkeeper,149,2,"5588252,5588312"
504613,F. Downes,1619,Central Defender,180,2,"5588199,5588457"
504613,F. Downes,1619,Midfielder,1982,25,"5588084,5588097,5588101,5588117,5588127,5588131,5588140,5588157,5588168,5588177,5588201,5588220,5588238,5588244,5588258,5588289,5588298,5588347,5588369,5588378,5588409,5588418,5588427,5588437,5588446"
508021,Jorge Cuenca,1616,Central Defender,360,6,"5588214,5588224,5588234,5588345,5588370,5588451"
508021,Jorge Cuenca,1616,Full Back,12,1,5588442
508021,Jorge Cuenca,1616,Winger,5,1,5588166
508830,B. Gilmour,1651,Midfielder,107,2,"5588083,5588092"
512982,Matheus Cunha,1629,Midfielder,644,9,"5588082,5588099,5588119,5588179,5588319,5588332,5588419,5588439,5588445"
512982,Matheus Cunha,1629,Striker,445,6,"5588108,5588159,5588163,5588209,5588399,5588428"
512982,Matheus Cunha,1629,Winger,1531,18,"5588120,5588139,5588142,5588189,5588194,5588213,5588229,5588239,5588246,5588259,5588268,5588288,5588292,5588309,5588325,5588345,5588407,5588459"
514484,Fábio Carvalho,1669,Midfielder,119,7,"5588116,5588154,5588162,5588233,5588312,5588329,5588336"
514484,Fábio Carvalho,1669,Striker,212,4,"5588087,5588095,5588128,5588132"
514484,Fábio Carvalho,1669,Winger,196,8,"5588101,5588142,5588171,5588180,5588200,5588211,5588221,5588241"
518231,S. Tonali,1613,Midfielder,2677,36,"5588107,5588119,5588123,5588137,5588146,5588155,5588164,5588175,5588186,5588198,5588203,5588218,5588221,5588236,5588245,5588256,5588267,5588278,5588288,5588297,5588307,5588317,5588326,5588338,5588348,5588358,5588368,5588377,5588386,5588396,5588400,5588416,5588423,5588435,5588440,5588455"
518805,L. Woolfenden,1634,Central Defender,1180,14,"5588081,5588096,5588104,5588152,5588250,5588265,5588274,5588283,5588320,5588335,5588353,5588365,5588416,5588426"
518805,L. Woolfenden,1634,Full Back,26,1,5588162
520221,T. Doyle,1629,Midfielder,586,21,"5588099,5588108,5588119,5588120,5588139,5588159,5588163,5588179,5588194,5588213,5588229,5588239,5588259,5588268,5588279,5588288,5588309,5588319,5588332,5588345,5588359"
520221,T. Doyle,1629,Winger,30,3,"5588246,5588325,5588369"
520291,B. Saka,1609,Winger,1766,25,"5588082,5588090,5588100,5588118,5588126,5588130,5588140,5588160,5588175,5588182,5588190,5588208,5588210,5588224,5588230,5588242,5588370,5588383,5588390,5588405,5588410,5588420,5588433,5588440,5588457"
520300,N. Wood,1619,Central Defender,784,11,"5588219,5588220,5588238,5588244,5588258,5588262,5588277,5588289,5588327,5588446,5588457"
521457,A. Bella-Kotchap,1619,Central Defender,340,4,"5588339,5588347,5588354,5588369"
522222,K. Schade,1669,Midfielder,129,3,"5588128,5588291,5588417"
522222,K. Schade,1669,Striker,480,10,"5588101,5588116,5588142,5588154,5588171,5588221,5588233,5588261,5588281,5588390"
522222,K. Schade,1669,Winger,1752,25,"5588087,5588095,5588132,5588162,5588180,5588193,5588200,5588211,5588241,5588252,5588277,5588303,5588312,5588329,5588336,5588340,5588350,5588362,5588377,5588381,5588401,5588422,5588432,5588442,5588459"
524141,V. Jaroš,1612,Goalkeeper,16,1,5588145
524163,B. Johnson,1624,Midfielder,67,2,"5588248,5588328"
524163,B. Johnson,1624,Winger,2167,31,"5588089,5588098,5588107,5588118,5588128,5588136,5588143,5588158,5588165,5588178,5588187,5588197,5588207,5588212,5588228,5588238,5588257,5588268,5588278,5588280,5588335,5588343,5588357,5588364,5588375,5588388,5588399,5588408,5588414,5588441,5588458"
525613,T. Livramento,1613,Central Defender,138,2,"5588326,5588455"
525613,T. Livramento,1613,Full Back,2725,35,"5588084,5588091,5588107,5588119,5588123,5588137,5588146,5588155,5588164,5588175,5588186,5588198,5588203,5588218,5588221,5588236,5588245,5588267,5588278,5588288,5588297,5588307,5588317,5588338,5588348,5588358,5588368,5588377,5588386,5588396,5588400,5588416,5588423,5588435,5588440"
525621,J. Sarmiento,1651,Midfielder,18,1,5588083
527201,C. Archer,1619,Midfielder,51,2,"5588427,5588437"
527201,C. Archer,1619,Striker,1362,28,"5588084,5588097,5588101,5588117,5588127,5588131,5588140,5588157,5588168,5588177,5588189,5588199,5588201,5588219,5588220,5588238,5588244,5588262,5588277,5588298,5588307,5588339,5588347,5588354,5588378,5588388,5588409,5588418"
527201,C. Archer,1619,Winger,153,5,"5588327,5588369,5588398,5588446,5588457"
528194,J. McAtee,1625,,4,1,5588217
528194,J. McAtee,1625,Midfielder,75,3,"5588294,5588326,5588337"
528194,J. McAtee,1625,Striker,6,1,5588096
528194,J. McAtee,1625,Winger,312,10,"5588266,5588276,5588281,5588310,5588343,5588376,5588395,5588415,5588428,5588437"
529349,Antony,1611,Full Back,62,3,"5588235,5588259,5588267"
529349,Antony,1611,Striker,15,1,5588210
529349,Antony,1611,Winger,104,4,"5588092,5588141,5588289,5588296"
532621,A. Broja,1623,Striker,358,10,"5588213,5588230,5588255,5588263,5588271,5588363,5588379,5588383,5588397,5588403"
532749,B. Badiashile,1610,Central Defender,345,5,"5588153,5588196,5588202,5588228,5588360"
532892,T. Mitchell,1628,Full Back,3100,37,"5588087,5588093,5588102,5588113,5588122,5588134,5588145,5588156,5588165,5588179,5588183,5588191,5588203,5588215,5588222,5588232,5588242,5588251,5588262,5588273,5588284,5588299,5588303,5588316,5588322,5588334,5588346,5588353,5588368,5588378,5588382,5588395,5588402,5588410,5588425,5588438,5588453"
532949,D. McNeil,1623,,7,1,5588383
532949,D. McNeil,1623,Midfielder,798,9,"5588103,5588110,5588124,5588134,5588146,5588152,5588166,5588177,5588205"
532949,D. McNeil,1623,Striker,90,1,5588193
532949,D. McNeil,1623,Winger,515,10,"5588083,5588098,5588213,5588397,5588403,5588413,5588426,5588431,5588446,5588455"
534324,K. Mitoma,1651,Full Back,90,1,5588232
534324,K. Mitoma,1651,Striker,44,1,5588401
534324,K. Mitoma,1651,Winger,2533,34,"5588083,5588092,5588100,5588112,5588121,5588133,5588143,5588155,5588163,5588173,5588181,5588192,5588201,5588214,5588226,5588249,5588252,5588260,5588272,5588283,5588296,5588302,5588318,5588321,5588339,5588341,5588351,5588367,5588372,5588382,5588412,5588439,5588443,5588458"
534563,C. Richards,1628,Central Defender,1926,23,"5588087,5588093,5588102,5588122,5588215,5588242,5588262,5588273,5588284,5588299,5588303,5588316,5588322,5588334,5588346,5588353,5588368,5588395,5588402,5588425,5588438,5588445,5588453"
534563,C. Richards,1628,Midfielder,8,1,5588191
535808,J. Stolarczyk,1631,Goalkeeper,900,10,"5588254,5588266,5588270,5588284,5588295,5588308,5588427,5588436,5588447,5588450"
535824,R. Gravenberch,1612,Central Defender,90,1,5588234
535824,R. Gravenberch,1612,Midfielder,3079,36,"5588081,5588095,5588106,5588115,5588125,5588139,5588145,5588153,5588160,5588173,5588184,5588199,5588204,5588218,5588223,5588248,5588254,5588269,5588275,5588285,5588291,5588305,5588311,5588325,5588337,5588348,5588354,5588361,5588379,5588384,5588394,5588406,5588414,5588433,5588443,5588453"
535839,C. Summerville,1633,Midfielder,36,1,5588158
535839,C. Summerville,1633,Winger,825,18,"5588086,5588109,5588114,5588129,5588132,5588149,5588169,5588176,5588188,5588198,5588208,5588216,5588229,5588231,5588249,5588258,5588269,5588276"
536067,N. Madueke,1610,Winger,2082,32,"5588099,5588102,5588111,5588129,5588133,5588144,5588153,5588164,5588174,5588182,5588196,5588202,5588219,5588228,5588233,5588243,5588265,5588273,5588287,5588292,5588306,5588313,5588321,5588375,5588381,5588393,5588404,5588413,5588424,5588435,5588444,5588456"
536494,M. Mudryk,1610,Winger,191,7,"5588099,5588102,5588133,5588144,5588164,5588174,5588182"
537185,J. Araujo,1659,Full Back,525,12,"5588085,5588091,5588103,5588111,5588125,5588150,5588161,5588180,5588402,5588420,5588430,5588448"
540754,A. Onana,1614,Midfielder,1672,26,"5588086,5588090,5588105,5588110,5588120,5588135,5588151,5588161,5588178,5588184,5588237,5588240,5588256,5588260,5588282,5588290,5588319,5588372,5588380,5588398,5588400,5588415,5588421,5588430,5588441,5588454"
540839,C. Doucouré,1628,Midfielder,494,13,"5588087,5588102,5588113,5588179,5588183,5588191,5588215,5588232,5588242,5588251,5588262,5588273,5588284"
541598,M. Kudus,1633,Midfielder,180,2,"5588329,5588412"
541598,M. Kudus,1633,Striker,612,8,"5588330,5588344,5588358,5588363,5588394,5588434,5588449,5588452"
541598,M. Kudus,1633,Winger,1821,22,"5588086,5588093,5588109,5588114,5588129,5588132,5588149,5588158,5588216,5588229,5588231,5588249,5588258,5588269,5588276,5588286,5588299,5588300,5588313,5588389,5588409,5588429"
542200,R. Calafiori,1609,Central Defender,105,3,"5588100,5588433,5588440"
542200,R. Calafiori,1609,Full Back,915,16,"5588090,5588126,5588130,5588140,5588150,5588190,5588208,5588242,5588261,5588272,5588309,5588310,5588324,5588330,5588342,5588355"
543793,J. Zirkzee,1611,Midfielder,259,5,"5588169,5588227,5588267,5588333,5588349"
543793,J. Zirkzee,1611,Striker,1073,23,"5588080,5588092,5588106,5588117,5588122,5588136,5588141,5588154,5588174,5588185,5588205,5588235,5588247,5588259,5588275,5588289,5588296,5588304,5588316,5588355,5588373,5588387,5588396"
543793,J. Zirkzee,1611,Winger,181,4,"5588195,5588210,5588328,5588366"
543873,E. Cashin,1651,Central Defender,29,2,"5588372,5588401"
543978,D. Núñez,1612,Striker,1216,28,"5588095,5588106,5588115,5588125,5588153,5588160,5588173,5588184,5588199,5588204,5588218,5588223,5588234,5588254,5588275,5588291,5588305,5588311,5588325,5588348,5588354,5588361,5588379,5588384,5588414,5588424,5588443,5588453"
543978,D. Núñez,1612,Winger,38,2,"5588248,5588433"
544911,N. Patterson,1623,Full Back,322,7,"5588205,5588255,5588263,5588271,5588383,5588413,5588426"
544911,N. Patterson,1623,Winger,56,3,"5588293,5588302,5588314"
545267,R. Drăgușin,1624,Central Defender,1267,16,"5588107,5588136,5588178,5588187,5588197,5588207,5588212,5588228,5588238,5588248,5588257,5588268,5588278,5588280,5588293,5588308"
546441,A. Kinský,1624,Goalkeeper,540,6,"5588280,5588293,5588308,5588312,5588438,5588441"
549485,J. Doku,1625,Full Back,140,2,"5588096,5588109"
549485,J. Doku,1625,Midfielder,21,2,"5588170,5588240"
549485,J. Doku,1625,Striker,42,2,"5588387,5588448"
549485,J. Doku,1625,Winger,1383,23,"5588088,5588126,5588137,5588148,5588159,5588204,5588217,5588222,5588235,5588255,5588294,5588326,5588337,5588343,5588356,5588367,5588376,5588395,5588403,5588415,5588428,5588437,5588451"
549884,T. Harwood-Bellis,1619,Central Defender,2838,34,"5588084,5588097,5588101,5588117,5588127,5588131,5588140,5588157,5588168,5588177,5588189,5588199,5588201,5588220,5588238,5588244,5588258,5588262,5588277,5588289,5588298,5588307,5588315,5588347,5588354,5588369,5588378,5588388,5588398,5588409,5588418,5588427,5588437,5588446"
551442,Pedro Porro,1624,Full Back,2647,33,"5588089,5588098,5588107,5588118,5588128,5588136,5588143,5588158,5588165,5588178,5588187,5588197,5588207,5588212,5588228,5588238,5588248,5588257,5588268,5588278,5588280,5588293,5588308,5588312,5588328,5588335,5588343,5588357,5588375,5588388,5588408,5588438,5588458"
551497,C. Palmer,1610,Midfielder,2840,33,"5588099,5588102,5588111,5588129,5588133,5588144,5588153,5588164,5588182,5588196,5588202,5588219,5588228,5588233,5588243,5588253,5588265,5588273,5588287,5588292,5588306,5588313,5588321,5588347,5588352,5588375,5588381,5588393,5588404,5588413,5588424,5588444,5588456"
551497,C. Palmer,1610,Striker,180,2,"5588174,5588435"
551497,C. Palmer,1610,Winger,180,2,"5588088,5588331"
551573,I. Maatsen,1614,Full Back,1218,26,"5588086,5588090,5588110,5588120,5588135,5588141,5588161,5588184,5588191,5588220,5588237,5588260,5588270,5588290,5588300,5588319,5588320,5588331,5588346,5588361,5588380,5588398,5588400,5588421,5588441,5588454"
551573,I. Maatsen,1614,Winger,34,3,"5588105,5588211,5588430"
552926,S. Adingra,1651,Full Back,135,5,"5588173,5588214,5588232,5588321,5588401"
552926,S. Adingra,1651,Winger,1085,24,"5588083,5588092,5588100,5588112,5588121,5588181,5588192,5588201,5588252,5588260,5588272,5588283,5588318,5588339,5588351,5588367,5588372,5588382,5588392,5588412,5588423,5588439,5588443,5588458"
555939,Gabriel Martinelli,1609,Full Back,31,1,5588150
555939,Gabriel Martinelli,1609,Midfielder,103,2,"5588100,5588118"
555939,Gabriel Martinelli,1609,Winger,2205,30,"5588082,5588090,5588126,5588130,5588140,5588160,5588175,5588182,5588210,5588224,5588230,5588242,5588250,5588261,5588272,5588280,5588290,5588309,5588310,5588355,5588360,5588370,5588383,5588390,5588405,5588410,5588420,5588433,5588440,5588457"
557406,A. Semenyo,1659,Winger,3210,37,"5588085,5588091,5588103,5588111,5588125,5588131,5588147,5588150,5588161,5588170,5588180,5588192,5588212,5588225,5588231,5588247,5588251,5588264,5588271,5588287,5588297,5588301,5588311,5588327,5588332,5588341,5588357,5588362,5588371,5588389,5588391,5588402,5588411,5588420,5588430,5588448,5588450"
557788,W. Fofana,1610,Central Defender,870,10,"5588088,5588099,5588102,5588111,5588133,5588144,5588164,5588174,5588182,5588202"
557788,W. Fofana,1610,Full Back,305,4,"5588129,5588196,5588352,5588360"
558243,S. van den Berg,1669,Central Defender,1572,18,"5588116,5588128,5588233,5588261,5588277,5588281,5588291,5588303,5588312,5588329,5588381,5588390,5588401,5588417,5588422,5588432,5588442,5588459"
558243,S. van den Berg,1669,Full Back,1022,13,"5588101,5588132,5588142,5588154,5588162,5588171,5588180,5588193,5588200,5588211,5588221,5588362,5588377"
563725,Morato,1642,Central Defender,975,23,"5588121,5588156,5588167,5588206,5588217,5588227,5588237,5588241,5588257,5588263,5588285,5588298,5588301,5588318,5588323,5588356,5588365,5588373,5588380,5588408,5588425,5588436,5588449"
563725,Morato,1642,Full Back,22,1,5588144
563725,Morato,1642,Midfielder,35,1,5588279
565016,R. Aït-Nouri,1629,Central Defender,270,3,"5588179,5588194,5588279"
565016,R. Aït-Nouri,1629,Full Back,2795,33,"5588082,5588099,5588119,5588120,5588139,5588142,5588159,5588163,5588189,5588209,5588213,5588229,5588239,5588259,5588268,5588288,5588292,5588309,5588319,5588325,5588332,5588345,5588359,5588369,5588374,5588385,5588399,5588407,5588419,5588428,5588439,5588445,5588459"
565016,R. Aït-Nouri,1629,Winger,60,1,5588108
566474,A. Elanga,1642,Striker,577,9,"5588144,5588227,5588318,5588323,5588373,5588380,5588408,5588449,5588456"
566474,A. Elanga,1642,Winger,1990,29,"5588085,5588097,5588108,5588115,5588121,5588138,5588156,5588167,5588176,5588186,5588190,5588206,5588217,5588237,5588241,5588257,5588263,5588279,5588285,5588298,5588301,5588338,5588342,5588356,5588365,5588397,5588417,5588425,5588436"
566728,Welington,1619,,5,1,5588347
566728,Welington,1619,Full Back,501,9,"5588315,5588327,5588339,5588378,5588388,5588409,5588437,5588446,5588457"
568412,J. Gvardiol,1625,Central Defender,988,11,"5588096,5588109,5588181,5588222,5588235,5588376,5588387,5588395,5588403,5588415,5588428"
568412,J. Gvardiol,1625,Full Back,2295,26,"5588088,5588116,5588126,5588137,5588148,5588159,5588168,5588170,5588197,5588217,5588240,5588255,5588266,5588276,5588281,5588294,5588306,5588310,5588326,5588337,5588343,5588356,5588367,5588437,5588448,5588451"
576405,J. Clarke,1634,Full Back,8,1,5588315
576405,J. Clarke,1634,Midfielder,102,2,"5588283,5588349"
576405,J. Clarke,1634,Winger,1185,29,"5588104,5588112,5588127,5588135,5588149,5588152,5588162,5588172,5588187,5588195,5588206,5588215,5588225,5588239,5588250,5588274,5588294,5588320,5588335,5588353,5588365,5588371,5588393,5588405,5588416,5588426,5588432,5588447,5588452"
578325,W. Saliba,1609,Central Defender,3039,35,"5588082,5588090,5588100,5588118,5588126,5588130,5588140,5588150,5588175,5588182,5588190,5588208,5588210,5588224,5588230,5588242,5588250,5588261,5588272,5588280,5588309,5588310,5588324,5588330,5588342,5588355,5588360,5588370,5588383,5588390,5588405,5588410,5588420,5588433,5588440"
578847,F. Jörgensen,1610,Goalkeeper,540,6,"5588219,5588265,5588313,5588321,5588331,5588347"
579007,K. McAteer,1631,Central Defender,6,1,5588105
579007,K. McAteer,1631,Full Back,26,2,"5588094,5588366"
579007,K. McAteer,1631,Midfielder,13,1,5588185
