matchId,passEventId,passTeamId,passPlayerId,passTimeSeconds,startX,startY,endX,endY,becameShot,shotId_1,shotX_1,shotY_1,shotIsGoal_1,shotXG_1,shotId_2,shotX_2,shotY_2,shotIsGoal_2,shotXG_2,shotId_3,shotX_3,shotY_3,shotIsGoal_3,shotXG_3,shotId_4,shotX_4,shotY_4,shotIsGoal_4,shotXG_4
5588457,2556227112,1609,217031,2394,36,73,42,63,TRUE,2556227121,86,53,FALSE,0.343,,,,,,,,,,,,,,,
5588457,2556227114,1609,379209,2395,42,63,33,46,TRUE,2556227121,86,53,FALSE,0.343,,,,,,,,,,,,,,,
5588457,2556227115,1609,290954,2399,33,46,78,52,TRUE,2556227121,86,53,FALSE,0.343,,,,,,,,,,,,,,,
5588457,2556227868,1609,745929,2460,100,100,79,72,TRUE,2556227125,79,72,FALSE,0.03066,,,,,,,,,,,,,,,
5588457,2556227135,1609,745929,2516,78,90,68,87,TRUE,2556227143,97,53,TRUE,0.425,,,,,,,,,,,,,,,
5588457,2556227136,1609,446423,2518,68,87,82,94,TRUE,2556227143,97,53,TRUE,0.425,,,,,,,,,,,,,,,
5588457,2556227137,1609,745929,2522,82,94,70,92,TRUE,2556227143,97,53,TRUE,0.425,,,,,,,,,,,,,,,
5588457,2556227138,1609,446423,2524,70,92,86,92,TRUE,2556227143,97,53,TRUE,0.425,,,,,,,,,,,,,,,
5588457,2556227139,1609,555939,2527,86,92,94,90,TRUE,2556227143,97,53,TRUE,0.425,,,,,,,,,,,,,,,
5588457,2556227140,1609,446423,2528,94,90,97,53,TRUE,2556227143,97,53,TRUE,0.425,,,,,,,,,,,,,,,
5588457,2556226972,1619,9164,2749,8,34,29,7,TRUE,2556226981,86,29,FALSE,0.02757,2556226983,92,35,FALSE,0.1689,,,,,,,,,,
5588457,2556227315,1609,217031,3130,69,26,80,26,TRUE,2556227324,84,61,FALSE,0.076,,,,,,,,,,,,,,,
5588457,2556227316,1609,379209,3131,80,26,75,36,TRUE,2556227324,84,61,FALSE,0.076,,,,,,,,,,,,,,,
5588457,2556227318,1609,745929,3136,75,36,73,61,TRUE,2556227324,84,61,FALSE,0.076,,,,,,,,,,,,,,,
5588457,2556227320,1609,446423,3139,73,61,86,84,TRUE,2556227324,84,61,FALSE,0.076,,,,,,,,,,,,,,,
5588457,2556227321,1609,555939,3142,86,84,86,67,TRUE,2556227324,84,61,FALSE,0.076,,,,,,,,,,,,,,,
