matchId,passEventId,passTeamId,passPlayerId,startX,startY,shotX,shotY,shotIsGoal,shot_probability,model_xG,pass_goal_probability
5588103,2290508244,1623,623374,48,44,73.0,65.0,False,0.03969281747581596,0.02797,0.06655260937101748
5588103,2290508247,1623,586894,54,39,73.0,65.0,False,0.07247910722607147,0.02797,0.09842186659695829
5588103,2290508249,1623,420090,59,68,73.0,65.0,False,0.10461235361794302,0.02797,0.1296563460872493
5588103,2290508267,1623,9433,47,82,80.0,60.0,False,0.1471775910395472,0.02263,0.16647696215432228
5588103,2290508272,1623,623374,68,74,80.0,60.0,False,0.07722469747356957,0.02263,0.09810710256974264
5588103,2290508290,1623,420090,86,95,80.0,60.0,False,0.14737263642423243,0.02263,0.16666759366195216
5588103,2290508292,1623,293687,91,82,80.0,60.0,False,0.12184585726758917,0.02263,0.14171848551762356
5588103,2290508293,1623,420090,86,92,80.0,60.0,False,0.15846689817124443,0.02263,0.17751079226562927
5588103,2290508353,1623,9433,97,95,91.0,58.0,True,0.0833743826940158,0.3727,0.4250007502639561
5588103,2290508354,1623,25706,85,95,91.0,58.0,True,0.06641740191043546,0.3727,0.4143636362184162
5588103,2290508355,1623,9433,78,96,91.0,58.0,True,0.07874586053181665,0.3727,0.4220972783116086
5588103,2290508356,1623,420090,74,86,91.0,58.0,True,0.22494253925608831,0.3727,0.5138064548753443
5588103,2290508363,1623,293687,86,53,91.0,58.0,True,0.4367785084093394,0.3727,0.6466911583251786
5588103,2290508376,1623,420090,66,90,86.0,38.0,False,0.06110196455669304,0.115,0.16907523863267337
5588103,2290508377,1623,532949,71,90,86.0,38.0,False,0.12721495437785746,0.115,0.22758523462440383
5588103,2290508379,1623,25706,69,53,86.0,38.0,False,0.18158126433173136,0.115,0.2756994189335823
5588103,2290508380,1623,586894,75,40,86.0,38.0,False,0.15874754601489288,0.115,0.25549157822318014
5588103,2290508381,1623,25706,69,31,86.0,38.0,False,0.14435234433475372,0.115,0.242751824736257
5588103,2290508383,1623,293687,95,12,86.0,38.0,False,0.3214346981520658,0.115,0.39946970786457825
5588103,2290508398,1623,8240,52,100,90.0,52.0,False,0.09445315504313777,0.2082,0.2829880081631564
5588103,2290508402,1623,532949,71,76,90.0,52.0,False,0.1265302404290638,0.2082,0.3083866443717327
5588103,2290508403,1623,623374,69,66,90.0,52.0,False,0.18049403311622497,0.2082,0.3511151754214269
5588103,2290508406,1623,420090,80,65,90.0,52.0,False,0.3139911775451661,0.2082,0.4568182143802624
5588103,2290508421,1623,406073,52,2,92.0,55.0,True,0.042452460376028976,0.2578,0.2893082160910888
5588103,2290508426,1623,586894,78,35,92.0,55.0,True,0.2560202888086916,0.2578,0.44781825835381084
5588103,2290508427,1623,532949,80,55,92.0,55.0,True,0.38940647985563376,0.2578,0.5468174893488514
5588103,2290508517,1623,8240,70,95,88.0,41.0,False,0.04690616814941486,0.1706,0.20950397586312464
5588103,2290508518,1623,9433,47,81,88.0,41.0,False,0.06212191911910341,0.1706,0.22212391971738432
5588103,2290508519,1623,25706,58,64,88.0,41.0,False,0.1105605747849212,0.1706,0.26229894072661364
5588103,2290508521,1623,420090,69,63,88.0,41.0,False,0.16696766093051318,0.1706,0.30908297797576756
5588103,2290508522,1623,532949,69,48,88.0,41.0,False,0.1668454620478426,0.1706,0.3089816262224806
5588103,2290508549,1623,8240,14,100,86.0,39.0,False,0.014295015352487915,0.05775,0.0712194782158817
5588103,2290508551,1623,420090,41,88,86.0,39.0,False,0.05150971459880478,0.05775,0.10628502858072386
5588103,2290508559,1623,7919,52,29,80.0,66.0,False,0.09207998957622254,0.05259,0.13982750292440904
5588103,2290508561,1623,623374,63,47,80.0,66.0,False,0.1602241998773043,0.05259,0.20438800920575684
5588103,2290508580,1623,532949,100,100,96.0,40.0,False,0.2200757818375203,0.1865,0.3655316485248228
5588103,2290508628,1659,400575,67,7,84.0,62.0,False,0.16830608731743157,0.01418,0.18009950699927035
5588103,2290508635,1659,412968,64,69,85.0,44.0,False,0.06723231653168772,0.05153,0.11529783526080983
5588103,2290508639,1659,264303,70,96,85.0,44.0,False,0.0963258864571356,0.05153,0.1428922135279993
5588103,2290508641,1659,557406,79,79,85.0,44.0,False,0.24592641188317946,0.05153,0.28478382387883916
5588103,2290508742,1659,302518,100,0,77.0,62.0,False,0.2687275437528092,0.002368,0.2704591969292025
5588103,2290508745,1659,412968,96,68,77.0,62.0,False,0.41384650155068897,0.002368,0.4152345130350169
5588103,2290508747,1659,264303,88,58,77.0,62.0,False,0.3227181908149587,0.002368,0.324321994139109
5588103,2290508846,1623,25706,90,16,86.0,31.0,False,0.1424477092282237,0.03217,0.17003516642235172
5588103,2290508847,1623,532949,79,21,86.0,31.0,False,0.18820829410926238,0.03217,0.2143236332877675
5588103,2290508850,1623,25706,80,29,86.0,31.0,False,0.30678654305739406,0.03217,0.32908721996723767
5588103,2290508852,1623,623374,94,28,86.0,31.0,False,0.0496295995250425,0.03217,0.08020301530832197
5588103,2290508855,1623,623374,92,25,86.0,31.0,False,0.2689887048249675,0.03217,0.2925053381907483
5588103,2290509195,1659,302518,86,33,79.0,69.0,False,0.3203612215390686,0.02774,0.3392144012535748
5588103,2290509197,1659,8460,46,67,79.0,69.0,False,0.06458558282475217,0.02774,0.09053397875719349
5588103,2290509198,1659,777938,61,69,79.0,69.0,False,0.12696530563724862,0.02774,0.15118328805887138
5588103,2290509203,1659,404757,60,14,78.0,49.0,False,0.06895183512579635,0.04721,0.11290661898950749
5588103,2290509255,1659,8460,83,100,98.0,57.0,True,0.08679351386213126,0.1691,0.24121673066804494
5588103,2290509256,1659,777938,55,52,98.0,57.0,True,0.07259324486963153,0.1691,0.2294177271621769
5588103,2290509257,1659,302518,71,15,98.0,57.0,True,0.10848636709149455,0.1691,0.2592413224163228
5588103,2290509258,1659,404757,86,14,98.0,57.0,True,0.18229514045219156,0.1691,0.32056903220172595
5588103,2290509259,1659,698840,95,17,98.0,57.0,True,0.24752040606430678,0.1691,0.37476470539883255
5588103,2290509289,1659,732238,33,88,96.0,50.0,True,0.054569179747442804,0.4575,0.4871037800129877
5588103,2290509290,1659,400575,82,87,96.0,50.0,True,0.18906493551562853,0.4575,0.5600677275172286
5588103,2290509292,1659,423316,97,83,96.0,50.0,True,0.47790716686265344,0.4575,0.7167646380229895
5588103,2290509299,1659,698840,72,21,98.0,56.0,False,0.12274282043162714,0.3537,0.4330286848449606
5588103,2290509300,1659,423316,87,14,98.0,56.0,False,0.1447709756882097,0.3537,0.44726548158728996
5588103,2290509302,1659,404757,98,14,98.0,56.0,False,0.3665762792943285,0.3537,0.5906182493079246
5588103,2290509305,1659,698840,94,32,98.0,56.0,False,0.3902291922393138,0.3537,0.6059051269442685
5588103,2290509310,1659,698840,98,27,83.0,52.0,False,0.35304206582251074,0.1196,0.4304182347501385
5588103,2290509313,1659,8460,75,100,86.0,63.0,False,0.07757981131673847,0.008533,0.08545082278677285
5588103,2290509332,1659,400575,69,59,98.0,60.0,True,0.18856794010446457,0.1326,0.2961638312466126
5588103,2290509334,1659,404757,82,27,98.0,60.0,True,0.21084873936886142,0.1326,0.31549019652855037
5588105,2291948676,1614,470680,76,9,87.0,70.0,False,0.13714795672127356,0.05874,0.187831885743466
5588105,2291948677,1614,301047,78,34,87.0,70.0,False,0.19042759209830534,0.05874,0.23798187533845094
5588105,2291948678,1614,540754,77,69,87.0,70.0,False,0.2358826761864448,0.05874,0.280766927787253
5588105,2291948683,1614,540754,56,84,93.0,61.0,False,0.06353191575207945,0.169,0.22179502198997814
5588105,2291948693,1614,491344,70,73,93.0,61.0,False,0.12509441238079616,0.169,0.27295345668844173
5588105,2291948697,1614,491344,75,77,93.0,61.0,False,0.22181467428003837,0.169,0.3533279943267119
5588105,2291948748,1614,653425,41,73,85.0,58.0,False,0.05841529327504291,0.1019,0.15436277489031602
5588105,2291948751,1614,263802,49,42,85.0,58.0,False,0.09246853913926345,0.1019,0.18494599500097253
5588105,2291948754,1614,25701,95,10,85.0,58.0,False,0.242515260013581,0.1019,0.3197029550181971
5588105,2291948797,1614,263802,72,67,95.0,49.0,True,0.2052948561239984,0.6037,0.6850583514819406
5588105,2291948803,1614,470680,93,68,95.0,49.0,True,0.4280809119203118,0.6037,0.7733484653940196
5588105,2291948808,1614,301047,95,56,95.0,49.0,True,0.709396335690675,0.6037,0.8848337678342145
5588105,2291948912,1614,7848,22,69,81.0,60.0,False,0.02092409464530153,0.09047,0.10950109180274115
5588105,2291948915,1614,653425,42,93,81.0,60.0,False,0.04781065118596526,0.09047,0.13395522157317108
5588105,2291948921,1614,263802,55,51,81.0,60.0,False,0.11024191584921271,0.09047,0.1907383297223345
5588105,2291949080,1614,540754,70,96,82.0,70.0,False,0.14623127546642334,0.0318,0.17338112090659108
5588105,2291949082,1614,470680,94,29,82.0,70.0,False,0.4023953082326934,0.0318,0.42139913743089386
5588105,2291949091,1631,240070,70,72,91.0,41.0,False,0.24350575483701833,0.1299,0.34177435728368966
5588105,2291949172,1631,470978,55,36,78.0,31.0,False,0.10909666621364604,0.05958,0.1621766868406369
5588105,2291949177,1631,12829,86,25,78.0,31.0,False,0.20540821707739382,0.05958,0.25274999550392274
5588105,2291949282,1631,240070,55,54,90.0,73.0,False,0.1154493991453126,0.03316,0.14478109706965403
5588105,2291949283,1631,470978,67,47,90.0,73.0,False,0.11262191114648017,0.03316,0.14204736857286282
5588105,2291949284,1631,265366,61,62,90.0,73.0,False,0.09554567566429371,0.03316,0.1255373810592657
5588105,2291949286,1631,240070,57,43,90.0,73.0,False,0.12318473837976901,0.03316,0.15225993245509595
5588105,2291949287,1631,25571,77,30,90.0,73.0,False,0.24227015973721683,0.03316,0.26739648124033066
5588105,2291949323,1614,223794,93,86,92.0,46.0,True,0.3793535562613368,0.174,0.4873460374718642
5588105,2291949328,1614,8246,75,55,92.0,46.0,True,0.1734593463498847,0.174,0.3172774200850047
5588105,2291949329,1614,263802,71,32,92.0,46.0,True,0.10828685988230001,0.174,0.2634449462627798
5588105,2291949330,1614,25701,76,14,92.0,46.0,True,0.12144583232349002,0.174,0.2743142574992027
5588105,2291949332,1614,470680,78,24,92.0,46.0,True,0.155115417545307,0.174,0.30212533489242355
5588105,2291949334,1614,25701,92,13,92.0,46.0,True,0.300062423887413,0.174,0.42185156213100306
5588105,2291949397,1631,583655,44,41,75.0,35.0,False,0.05428501069738093,0.02754,0.08033000150277503
5588105,2291949400,1631,25571,54,43,75.0,35.0,False,0.08773403535625729,0.02754,0.11285784002254595
5588105,2291949401,1631,707333,78,17,75.0,35.0,False,0.14828310238023656,0.02754,0.1717393857406848
5588105,2291949481,1631,707333,70,14,78.0,52.0,False,0.20337727739026523,0.006246,0.2083529829156856
