player_id,minutes_played,position_provider,position,jersey_number,team_id,match_id,yellow_card,bookings,red_card,goals,assists,sub_in,sub_out,minutes,own_goals,starting,competition,season
543793,90,AMF,Midfielder,11,1611,5588349,True,1,False,0,0,0,93,93,0,True,364,2024
769441,90,LCB3,Central Defender,15,1611,5588349,True,1,False,0,0,0,93,93,0,True,364,2024
349142,52,RWB,Full Back,3,1611,5588349,True,1,False,0,0,45,0,45,0,False,364,2024
40756,30,DMF,Midfielder,18,1611,5588349,False,0,False,0,0,67,0,23,0,False,364,2024
54,4,CF,Striker,14,1611,5588349,False,0,False,0,0,93,0,-3,0,False,364,2024
71703,4,,,2,1611,5588349,False,0,False,0,0,93,0,-3,0,False,364,2024
656947,66,AMF,Midfielder,20,1634,5588349,False,0,False,0,0,0,66,66,0,True,364,2024
11270,66,RCMF,Midfielder,5,1634,5588349,True,1,False,0,0,0,66,66,1,True,364,2024
397163,80,RCB3,Central Defender,40,1634,5588349,False,0,False,0,0,0,80,80,0,True,364,2024
592655,80,LWB,Full Back,3,1634,5588349,False,0,False,0,0,0,80,80,0,True,364,2024
381290,90,GK,Goalkeeper,31,1634,5588349,False,0,False,0,0,0,0,90,0,True,364,2024
399581,90,CB,Central Defender,26,1634,5588349,True,1,False,0,0,0,0,90,0,True,364,2024
576405,90,AMF,Midfielder,47,1634,5588349,False,0,False,0,0,0,0,90,0,True,364,2024
620468,90,LCB3,Central Defender,24,1634,5588349,False,0,False,0,0,0,0,90,0,True,364,2024
606741,90,RWB,Full Back,29,1634,5588349,False,0,False,2,0,0,0,90,0,True,364,2024
580755,90,CF,Striker,19,1634,5588349,True,1,False,0,0,0,0,90,0,True,364,2024
479831,90,LCMF,Midfielder,12,1634,5588349,False,0,False,0,0,0,91,91,0,True,364,2024
460321,31,LCMF,Midfielder,14,1634,5588349,False,0,False,0,0,66,0,24,0,False,364,2024
351803,31,AMF,Midfielder,33,1634,5588349,False,0,False,0,0,66,0,24,0,False,364,2024
447963,17,RCB3,Central Defender,18,1634,5588349,True,1,False,0,0,80,0,10,0,False,364,2024
434172,17,CF,Striker,27,1634,5588349,False,0,False,0,0,80,0,10,0,False,364,2024
282877,6,LCMF,Midfielder,23,1634,5588349,False,0,False,0,0,91,0,-1,0,False,364,2024
448210,66,LCMF3,Midfielder,19,1633,5588344,False,0,False,0,0,0,66,66,0,True,364,2024
501419,66,RCB3,Central Defender,25,1633,5588344,False,0,False,0,0,0,66,66,0,True,364,2024
767039,66,LWB,Full Back,57,1633,5588344,False,0,False,0,0,0,66,66,0,True,364,2024
541598,73,CF,Striker,14,1633,5588344,False,0,False,0,0,0,73,73,0,True,364,2024
285403,89,RCMF3,Midfielder,28,1633,5588344,False,0,False,1,0,0,89,89,0,True,364,2024
25418,90,GK,Goalkeeper,23,1633,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
8582,90,LCB3,Central Defender,3,1633,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
486252,90,RWB,Full Back,29,1633,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
299699,90,SS,Striker,20,1633,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
8144,90,DMF,Midfielder,8,1633,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
496001,90,CB,Central Defender,26,1633,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
372752,27,LCMF3,Midfielder,4,1633,5588344,False,0,False,0,0,66,0,24,0,False,364,2024
40787,27,LWB,Full Back,33,1633,5588344,False,0,False,0,0,66,0,24,0,False,364,2024
413002,27,RCB3,Central Defender,15,1633,5588344,False,0,False,0,0,66,0,24,0,False,364,2024
616591,20,CF,Striker,34,1633,5588344,False,0,False,0,0,73,0,17,0,False,364,2024
445111,4,RCMF3,Midfielder,39,1633,5588344,False,0,False,0,0,89,0,1,0,False,364,2024
192755,61,LAMF,Winger,14,1631,5588344,False,0,False,0,0,0,61,61,0,True,364,2024
397033,61,LDMF,Midfielder,24,1631,5588344,False,0,False,0,0,0,61,61,0,True,364,2024
15806,87,LCB,Central Defender,23,1631,5588344,False,0,False,0,0,0,87,87,1,True,364,2024
707333,87,LB,Full Back,16,1631,5588344,False,0,False,0,0,0,87,87,0,True,364,2024
633277,90,AMF,Midfielder,11,1631,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
809491,90,RAMF,Winger,40,1631,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
412034,90,RB,Full Back,2,1631,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
12829,90,CF,Striker,9,1631,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
476345,90,GK,Goalkeeper,30,1631,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
285382,90,RCB,Central Defender,3,1631,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
265366,90,RDMF,Midfielder,6,1631,5588344,False,0,False,0,0,0,0,90,0,True,364,2024
240070,32,LDMF,Midfielder,8,1631,5588344,False,0,False,0,0,61,0,29,0,False,364,2024
343958,32,LAMF,Winger,10,1631,5588344,False,0,False,0,0,61,0,29,0,False,364,2024
488709,6,LCB3,Central Defender,33,1631,5588344,False,0,False,0,0,87,0,3,0,False,364,2024
376353,6,CF,Striker,20,1631,5588344,False,0,False,0,0,87,0,3,0,False,364,2024
677949,69,LDMF,Midfielder,26,1651,5588351,False,0,False,0,0,0,69,69,0,True,364,2024
579610,76,AMF,Midfielder,14,1651,5588351,False,0,False,0,0,0,76,76,0,True,364,2024
856213,76,RAMF,Winger,17,1651,5588351,False,0,False,0,0,0,76,76,0,True,364,2024
719786,86,RDMF,Midfielder,20,1651,5588351,False,0,False,0,0,0,86,86,0,True,364,2024
534324,86,LAMF,Winger,22,1651,5588351,False,0,False,0,0,0,86,86,0,True,364,2024
234399,90,LCB,Central Defender,4,1651,5588351,False,0,False,0,0,0,0,90,0,True,364,2024
622482,90,GK,Goalkeeper,1,1651,5588351,False,0,False,0,0,0,0,90,0,True,364,2024
732998,90,RB,Full Back,41,1651,5588351,False,0,False,0,0,0,0,90,0,True,364,2024
590781,90,RCB,Central Defender,29,1651,5588351,False,0,False,1,0,0,0,90,0,True,364,2024
599817,90,CF,Striker,9,1651,5588351,False,0,False,1,0,0,0,90,0,True,364,2024
